NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida,JogariaNovamente,EstadoEspirito,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 3,2,3.0,35.0,14.0,8.0,9.0,125,0,20,0,1.5,0.0,Half-Life 2,19.06,,,,,,,,,,,
Player 1,0,3.0,45.0,14.0,26.0,23.0,0,50,0,15,0.0,1.5,Half-Life 2,18.14,,,,,,,,,,,
Player 74,5,,,,,,0,20,0,0,0.0,5.0,Rise of Tomb Raider,16.55,SIM,Indiferente,,,,,,,,,
Player 3,5,3.0,35.0,15.0,8.0,9.0,50,0,0,0,1.0,0.0,Half-Life 2,17.32,,,,,,,,,,,
Player 74,4,,,,,,2,25,20,0,0.0,3.0,Rise of Tomb Raider,14.38,SIM,Indiferente,,,,,,,,,
Player 3,0,3.0,33.0,18.0,7.0,8.0,0,75,0,5,0.0,0.5,Half-Life 2,16.09,,,,,,,,,,,
Player 65,4,4.0,16.0,15.0,16.0,12.0,75,150,20,25,3.0,3.0,FEAR,17.0,SIM,Triste,21.0,F,Matemática Computacional,8.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 74,5,,,,,,40,30,0,40,20.0,20.0,Rise of Tomb Raider,17.28,SIM,Indiferente,,,,,,,,,
Player 74,0,,,,,,30,0,40,0,20.0,0.0,Rise of Tomb Raider,13.36,NAO,Indiferente,,,,,,,,,
Player 44,5,,,,,,10,15,5,10,2.5,2.5,Rise of Tomb Raider,13.3,SIM,Indiferente,,,,,,,,,
Player 1,5,,,,,,10,0,0,0,2.0,0.0,Rise of Tomb Raider,16.13,SIM,Indiferente,,,,,,,,,
Player 81,5,,,,,,0,2,0,7,0.0,4.0,Spelunky,12.17,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,31.0,19.0,7.0,8.0,25,75,10,20,0.0,0.0,Half-Life 2,16.15,,,,,,,,,,,
Player 3,1,3.0,38.0,15.0,8.0,9.0,0,100,0,20,0.0,1.0,Half-Life 2,14.01,,,,,,,,,,,
Player 44,3,4.0,28.0,15.0,8.0,9.0,50,50,15,5,0.0,2.5,Spelunky,20.2,SIM,Indiferente,28.0,M,Doutorado Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 1,6,,,,,,30,20,5,15,0.0,0.0,Spelunky,17.07,SIM,Indiferente,,,,,,,,,
Player 1,5,4.0,74.0,80.0,9.0,9.0,75,25,10,20,0.5,0.5,Spelunky,16.30,,,,,,,,,,,
Player 3,0,3.0,34.0,18.0,8.0,8.0,100,25,25,25,2.5,2.5,Half-Life 2,16.52,,,,,,,,,,,
Player 18,5,3.0,25.0,18.0,19.0,14.0,50,0,15,0,2.0,0.0,FEAR,16.1,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 5,4,,,,,,23,25,0,12,0.0,5.0,Rise of Tomb Raider,14.17,SIM,Indiferente,,,,,,,,,
Player 73,4,4.0,21.0,17.0,13.0,11.0,0,50,0,0,0.0,0.5,FEAR,12.4,SIM,Indiferente,28.0,M,Ciências da Computação,8.0,1440p,144.0,Nenhum,0.0,Mouse
Player 1,6,3.0,37.0,16.0,8.0,9.0,125,0,15,0,0.0,0.0,Half-Life 2,17.19,,,,,,,,,,,
Player 3,5,3.0,38.0,15.0,9.0,9.0,0,150,0,0,0.0,0.0,Half-Life 2,18.50,,,,,,,,,,,
Player 1,6,3.0,28.0,15.0,8.0,8.0,50,0,25,0,0.0,0.0,Spelunky,18.44,,,,,,,,,,,
Player 1,5,3.0,37.0,16.0,8.0,9.0,25,125,20,5,3.0,3.0,Half-Life 2,14.27,,,,,,,,,,,
Player 6,2,3.0,45.0,15.0,30.0,25.0,100,0,5,0,0.5,0.0,Half-Life 2,10.09,,,,,,,,,,,
Player 3,5,3.0,30.0,14.0,8.0,9.0,0,125,0,25,0.0,0.0,Half-Life 2,18.58,,,,,,,,,,,
Player 3,3,3.0,39.0,13.0,9.0,9.0,50,0,20,0,3.0,0.0,Half-Life 2,17.24,,,,,,,,,,,
Player 3,4,3.0,30.0,18.0,7.0,8.0,0,25,0,25,0.0,0.0,Half-Life 2,16.03,,,,,,,,,,,
Player 44,0,,,,,,40,40,30,30,10.0,10.0,Rise of Tomb Raider,21.13,NAO,Indiferente,,,,,,,,,
Player 1,4,3.0,37.0,14.0,9.0,9.0,50,50,5,25,3.0,3.0,Half-Life 2,18.19,,,,,,,,,,,
Player 5,2,3.0,42.0,14.0,24.0,22.0,150,150,20,25,1.0,1.0,Half-Life 2,19.15,,,,,,,,,,,
Player 53,5,7.0,10.0,14.0,3.0,6.0,0,150,0,10,0.0,0.5,Spelunky,14.1,SIM,Feliz,22.0,M,Ciências da Computação,6.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 1,5,3.0,76.0,19.0,22.0,19.0,100,0,0,0,1.5,0.0,Half-Life 2,22.26,,,,,,,,,,,
Player 44,0,,,,,,35,0,40,0,10.0,0.0,Rise of Tomb Raider,21.51,NAO,Indiferente,,,,,,,,,
Player 74,6,,,,,,0,35,0,0,0.0,10.0,Rise of Tomb Raider,17.51,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,72.0,29.0,9.0,9.0,0,25,0,5,0.0,1.5,Half-Life 2,17.33,,,,,,,,,,,
Player 3,0,3.0,30.0,14.0,7.0,8.0,125,0,10,0,1.0,0.0,Half-Life 2,14.58,,,,,,,,,,,
Player 74,3,,,,,,30,0,0,0,2.0,0.0,Rise of Tomb Raider,16.01,SIM,Indiferente,,,,,,,,,
Player 74,6,,,,,,30,35,30,40,5.0,0.0,Rise of Tomb Raider,16.53,SIM,Indiferente,,,,,,,,,
Player 74,0,,,,,,30,20,10,20,5.0,5.0,Rise of Tomb Raider,16.08,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,39.0,15.0,9.0,9.0,0,50,0,20,0.0,2.0,Half-Life 2,15.27,,,,,,,,,,,
Player 57,5,3.0,26.0,13.0,8.0,8.0,0,50,0,25,0.0,2.5,Half-Life 2,14.1,SIM,Feliz,20.0,M,Engenharia de Aquicultura,2.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,5,3.0,65.0,58.0,10.0,9.0,0,100,0,25,0.0,2.0,Spelunky,16.04,,,,,,,,,,,
Player 3,3,3.0,38.0,13.0,9.0,10.0,0,75,0,25,0.0,3.0,Half-Life 2,16.30,,,,,,,,,,,
Player 1,3,3.0,8.0,13.0,9.0,10.0,100,0,20,0,1.0,0.0,Spelunky,10.13,,,,,,,,,,,
Player 44,6,,,,,,30,2,10,10,0.0,0.0,Rise of Tomb Raider,13.46,SIM,Indiferente,,,,,,,,,
Player 3,6,3.0,35.0,14.0,8.0,9.0,0,150,0,15,0.0,0.0,Half-Life 2,18.40,,,,,,,,,,,
Player 1,2,3.0,72.0,28.0,9.0,9.0,0,50,0,10,0.0,3.0,Half-Life 2,17.04,,,,,,,,,,,
Player 1,4,3.0,25.0,16.0,8.0,8.0,75,50,15,20,1.0,1.0,Spelunky,17.09,,,,,,,,,,,
Player 3,3,3.0,36.0,15.0,9.0,10.0,100,50,0,0,1.0,1.0,Half-Life 2,17.11,,,,,,,,,,,
Player 3,3,3.0,48.0,16.0,8.0,9.0,100,50,0,10,1.5,1.5,Half-Life 2,19.23,,,,,,,,,,,
Player 74,6,,,,,,35,30,0,40,0.0,10.0,Rise of Tomb Raider,14.07,SIM,Indiferente,,,,,,,,,
Player 1,1,3.0,17.0,14.0,9.0,9.0,0,100,0,15,0.0,0.5,Spelunky,13.19,,,,,,,,,,,
Player 3,5,3.0,38.0,14.0,9.0,9.0,0,25,0,10,0.0,2.0,Half-Life 2,19.17,,,,,,,,,,,
Player 3,4,3.0,47.0,15.0,9.0,9.0,25,100,5,25,2.5,2.5,Half-Life 2,19.04,,,,,,,,,,,
Player 74,5,,,,,,2,0,15,0,5.0,0.0,Rise of Tomb Raider,12.23,SIM,Indiferente,,,,,,,,,
Player 3,5,3.0,68.0,18.0,8.0,9.0,0,50,0,25,0.0,0.0,Half-Life 2,19.58,,,,,,,,,,,
Player 74,0,,,,,,15,0,5,0,2.0,0.0,Rise of Tomb Raider,17.13,NAO,Indiferente,,,,,,,,,
Player 1,1,3.0,52.0,12.0,32.0,27.0,150,75,25,5,1.5,1.5,Half-Life 2,14.58,,,,,,,,,,,
Player 1,3,3.0,58.0,17.0,28.0,25.0,150,0,0,0,2.0,0.0,Half-Life 2,18.54,,,,,,,,,,,
Player 3,6,3.0,39.0,13.0,9.0,9.0,25,100,20,0,3.0,3.0,Half-Life 2,17.05,,,,,,,,,,,
Player 74,4,,,,,,0,35,0,30,5.0,0.0,Spelunky,16.2,SIM,Indiferente,,,,,,,,,
Player 1,2,,,,,,0,20,0,5,0.0,2.0,Rise of Tomb Raider,20.08,NAO,Indiferente,,,,,,,,,
Player 83,5,,,,,,20,0,0,0,1.5,0.0,Rise of Tomb Raider,20.43,SIM,Feliz,,,,,,,,,
Player 5,3,4.0,48.0,15.0,30.0,26.0,25,125,20,5,0.5,0.5,Half-Life 2,19.46,,,,,,,,,,,
Player 3,3,4.0,12.0,12.0,3.0,6.0,150,100,10,20,2.0,2.0,Half-Life 2,22.33,,,,,,,,,,,
Player 1,6,3.0,37.0,16.0,8.0,9.0,75,125,0,15,0.5,0.5,Half-Life 2,15.15,,,,,,,,,,,
Player 3,3,3.0,46.0,15.0,8.0,9.0,50,0,15,0,2.5,0.0,Half-Life 2,19.01,,,,,,,,,,,
Player 1,2,3.0,35.0,14.0,8.0,9.0,0,100,0,10,0.0,2.0,Half-Life 2,15.38,,,,,,,,,,,
Player 3,0,3.0,39.0,13.0,8.0,9.0,50,0,20,0,2.0,0.0,Half-Life 2,16.33,,,,,,,,,,,
Player 59,3,3.0,35.0,15.0,8.0,9.0,75,50,0,0,2.5,2.5,Half-Life 2,15.8,SIM,Triste,25.0,F,Ciências da Computação,8.0,1080p,144.0,FEAR,-1.0,Mouse e Manete
Player 5,4,3.0,49.0,15.0,29.0,25.0,75,25,15,20,0.0,0.0,Half-Life 2,20.06,,,,,,,,,,,
Player 44,6,,,,,,0,0,0,0,10.0,0.0,Rise of Tomb Raider,21.37,SIM,Indiferente,,,,,,,,,
Player 83,5,,,,,,15,30,15,5,2.5,2.5,Rise of Tomb Raider,20.16,SIM,Feliz,,,,,,,,,
Player 41,6,4.0,25.0,15.0,8.0,9.0,0,150,0,0,0.0,1.0,Spelunky,15.5,SIM,Feliz,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 10,4,3.0,24.0,15.0,9.0,9.0,150,100,5,5,3.0,3.0,Half-Life 2,,SIM,Feliz,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 1,2,3.0,41.0,15.0,26.0,23.0,0,125,0,25,0.0,2.5,Half-Life 2,18.01,,,,,,,,,,,
Player 3,2,3.0,34.0,15.0,8.0,9.0,125,0,15,0,0.5,0.0,Half-Life 2,16.55,,,,,,,,,,,
Player 33,5,3.0,27.0,15.0,8.0,9.0,100,125,10,5,0.0,0.0,Spelunky,15.3,SIM,Feliz,20.0,M,Química,4.0,1080p,60.0,Nenhum,0.0,Mouse
Player 44,0,,,,,,35,0,30,0,20.0,0.0,Rise of Tomb Raider,19.15,NAO,Indiferente,,,,,,,,,
Player 1,2,3.0,53.0,15.0,35.0,30.0,0,100,0,25,0.0,0.5,Half-Life 2,20.35,,,,,,,,,,,
Player 3,5,3.0,38.0,15.0,8.0,9.0,0,75,0,20,0.0,2.5,Half-Life 2,17.17,,,,,,,,,,,
Player 3,1,3.0,35.0,18.0,8.0,8.0,0,150,0,15,0.0,0.5,Half-Life 2,15.36,,,,,,,,,,,
Player 44,0,,,,,,40,30,40,40,0.0,20.0,Rise of Tomb Raider,22.2,NAO,Indiferente,,,,,,,,,
Player 1,2,3.0,36.0,15.0,8.0,9.0,100,150,15,10,1.5,1.5,Half-Life 2,17.42,,,,,,,,,,,
Player 1,5,3.0,46.0,15.0,25.0,22.0,0,25,0,0,0.0,3.0,Half-Life 2,18.09,,,,,,,,,,,
Player 18,5,3.0,35.0,16.0,10.0,10.0,100,100,20,0,0.0,1.0,Half-Life 2,16.9,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 44,2,4.0,30.0,13.0,8.0,9.0,25,0,20,0,2.0,0.0,Half-Life 2,17.2,NAO,Indiferente,28.0,M,Doutorado Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 3,4,3.0,37.0,15.0,8.0,9.0,50,125,20,20,2.0,2.0,Half-Life 2,17.24,,,,,,,,,,,
Player 1,5,3.0,30.0,12.0,9.0,10.0,25,0,20,0,0.5,0.0,Spelunky,18.11,,,,,,,,,,,
Player 3,0,4.0,47.0,15.0,35.0,30.0,150,100,10,5,1.0,1.0,Half-Life 2,17.44,,,,,,,,,,,
Player 56,4,3.0,27.0,13.0,8.0,8.0,75,50,10,20,2.5,2.5,Spelunky,12.8,NAO,Feliz,20.0,M,Ciências da Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,1,3.0,51.0,15.0,35.0,30.0,75,100,5,5,0.0,1.0,Half-Life 2,18.49,,,,,,,,,,,
Player 79,5,4.0,21.0,17.0,14.0,12.0,0,125,0,15,0.0,2.5,FEAR,17.2,SIM,Feliz,19.0,M,Sistemas de Informação,-1.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 1,6,,,,,,15,0,10,0,2.0,0.0,Spelunky,16.29,SIM,Indiferente,,,,,,,,,
Player 3,3,3.0,23.0,16.0,16.0,12.0,125,0,0,0,2.5,0.0,FEAR,21.47,,,,,,,,,,,
Player 44,0,,,,,,0,40,0,30,0.0,20.0,Spelunky,22.32,NAO,Indiferente,,,,,,,,,
Player 5,2,3.0,73.0,29.0,10.0,10.0,100,0,20,0,1.5,0.0,Half-Life 2,16.51,,,,,,,,,,,
Player 1,0,3.0,34.0,13.0,7.0,8.0,0,150,0,25,0.0,2.0,Half-Life 2,15.12,,,,,,,,,,,
Player 1,3,3.0,46.0,14.0,26.0,23.0,0,75,0,10,0.0,1.0,Half-Life 2,17.51,,,,,,,,,,,
Player 81,1,,,,,,30,10,12,12,0.0,5.0,Spelunky,11.5,NAO,Indiferente,,,,,,,,,
Player 74,1,,,,,,0,35,0,30,0.0,20.0,Rise of Tomb Raider,17.01,NAO,Indiferente,,,,,,,,,
Player 5,3,3.0,38.0,15.0,8.0,9.0,0,100,0,20,0.0,0.0,Half-Life 2,15.42,,,,,,,,,,,
Player 1,5,4.0,40.0,31.0,9.0,9.0,0,25,0,25,0.0,0.5,Spelunky,14.21,,,,,,,,,,,
Player 3,4,3.0,36.0,13.0,9.0,9.0,0,50,0,10,0.0,1.5,Half-Life 2,16.26,,,,,,,,,,,
Player 3,2,3.0,37.0,14.0,9.0,9.0,0,125,0,10,0.0,2.5,Half-Life 2,15.41,,,,,,,,,,,
Player 44,5,,,,,,0,40,0,0,0.0,20.0,Spelunky,22.08,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,49.0,12.0,27.0,23.0,0,50,0,20,0.0,0.0,Half-Life 2,14.55,,,,,,,,,,,
Player 18,5,4.0,37.0,16.0,9.0,9.0,125,0,10,0,2.5,0.0,Half-Life 2,16.3,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,5,3.0,38.0,15.0,9.0,9.0,75,0,20,0,0.0,0.0,Half-Life 2,19.24,,,,,,,,,,,
Player 1,5,4.0,29.0,12.0,9.0,9.0,100,0,25,0,3.0,0.0,Spelunky,18.51,,,,,,,,,,,
Player 5,4,,,,,,2,10,15,0,0.0,3.0,Rise of Tomb Raider,15.41,SIM,Indiferente,,,,,,,,,
Player 3,1,3.0,38.0,21.0,8.0,9.0,125,25,10,0,2.5,2.5,Half-Life 2,12.55,,,,,,,,,,,
Player 1,5,3.0,65.0,57.0,9.0,9.0,100,0,15,0,1.0,0.0,Spelunky,15.29,,,,,,,,,,,
Player 1,2,3.0,24.0,14.0,8.0,8.0,0,125,0,5,0.0,1.0,Spelunky,13.28,,,,,,,,,,,
Player 42,3,3.0,22.0,16.0,13.0,11.0,150,50,10,20,0.0,3.0,FEAR,14.1,NAO,Indiferente,27.0,M,Engenharia de Controle e Automação,-1.0,4k,60.0,Nenhum,0.0,Manete
Player 44,0,,,,,,30,30,40,30,0.0,20.0,Rise of Tomb Raider,21.01,NAO,Indiferente,,,,,,,,,
Player 44,5,3.0,30.0,14.0,8.0,9.0,25,0,10,0,1.0,0.0,Spelunky,16.8,SIM,Indiferente,28.0,M,Doutorado Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 1,2,4.0,12.0,12.0,9.0,9.0,100,75,20,20,1.0,1.0,Spelunky,12.08,,,,,,,,,,,
Player 5,4,,,,,,28,23,0,15,5.0,5.0,Rise of Tomb Raider,14.11,SIM,Indiferente,,,,,,,,,
Player 44,4,,,,,,40,40,30,30,5.0,0.0,Rise of Tomb Raider,21.5,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,36.0,15.0,9.0,9.0,0,25,0,0,0.0,2.0,Half-Life 2,16.01,,,,,,,,,,,
Player 3,4,3.0,51.0,16.0,8.0,9.0,0,0,0,0,2.5,0.0,Half-Life 2,19.20,,,,,,,,,,,
Player 1,3,3.0,42.0,15.0,26.0,22.0,0,125,0,15,0.0,1.5,Half-Life 2,19.42,,,,,,,,,,,
Player 1,6,3.0,24.0,16.0,8.0,8.0,0,0,0,0,3.0,0.0,Spelunky,17.21,,,,,,,,,,,
Player 10,4,4.0,35.0,14.0,9.0,9.0,150,0,25,0,0.0,0.0,Half-Life 2,,SIM,Indiferente,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 74,0,,,,,,0,30,0,30,0.0,20.0,Rise of Tomb Raider,12.33,NAO,Indiferente,,,,,,,,,
Player 3,2,3.0,54.0,23.0,7.0,8.0,125,0,15,0,1.0,0.0,Half-Life 2,13.42,,,,,,,,,,,
Player 5,3,3.0,36.0,14.0,8.0,9.0,100,150,0,0,1.0,1.0,Half-Life 2,17.05,,,,,,,,,,,
Player 1,1,,,,,,0,20,0,5,0.0,2.0,Spelunky,16.34,NAO,Indiferente,,,,,,,,,
Player 36,4,4.0,20.0,17.0,22.0,14.0,0,50,0,10,0.0,1.0,FEAR,15.0,SIM,Feliz,27.0,M,Mestrado Física,-1.0,1080p,60.0,Nenhum,0.0,Manete
Player 74,0,,,,,,35,0,25,0,10.0,0.0,Rise of Tomb Raider,16.57,NAO,Indiferente,,,,,,,,,
Player 74,0,,,,,,30,30,30,30,0.0,20.0,Rise of Tomb Raider,16.52,NAO,Indiferente,,,,,,,,,
Player 3,1,3.0,33.0,14.0,9.0,9.0,150,150,25,25,1.5,1.5,Half-Life 2,17.43,,,,,,,,,,,
Player 44,5,,,,,,30,20,0,0,0.0,2.0,Rise of Tomb Raider,14.58,SIM,Indiferente,,,,,,,,,
Player 83,5,,,,,,40,0,0,0,5.0,0.0,Rise of Tomb Raider,16.36,SIM,Feliz,,,,,,,,,
Player 53,6,3.0,37.0,16.0,9.0,9.0,150,75,0,10,2.0,2.0,Half-Life 2,15.6,SIM,Feliz,22.0,M,Ciências da Computação,6.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 44,1,,,,,,0,20,0,5,0.0,1.5,Rise of Tomb Raider,14.17,NAO,Indiferente,,,,,,,,,
Player 1,0,3.0,36.0,16.0,9.0,9.0,0,125,0,25,0.0,2.0,Half-Life 2,17.34,,,,,,,,,,,
Player 3,5,3.0,38.0,14.0,8.0,9.0,0,75,0,15,0.0,0.0,Half-Life 2,19.00,,,,,,,,,,,
Player 74,0,,,,,,30,40,40,0,0.0,20.0,Rise of Tomb Raider,17.31,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,38.0,15.0,9.0,9.0,0,50,0,10,0.0,1.0,Half-Life 2,16.28,,,,,,,,,,,
Player 1,4,3.0,26.0,12.0,9.0,10.0,50,50,5,25,2.5,2.5,Spelunky,18.47,,,,,,,,,,,
Player 5,3,3.0,61.0,26.0,26.0,23.0,50,0,0,0,3.0,0.0,Half-Life 2,17.21,,,,,,,,,,,
Player 3,4,3.0,38.0,16.0,9.0,9.0,25,150,15,15,0.5,0.5,Half-Life 2,15.19,,,,,,,,,,,
Player 1,1,3.0,35.0,15.0,9.0,9.0,100,100,10,20,3.0,3.0,Half-Life 2,19.51,,,,,,,,,,,
Player 1,0,,,,,,30,2,5,10,2.5,2.5,Spelunky,16.53,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,42.0,16.0,13.0,12.0,75,75,0,25,1.0,1.0,Half-Life 2,18.13,,,,,,,,,,,
Player 74,3,,,,,,0,35,0,30,20.0,20.0,Rise of Tomb Raider,14.23,SIM,Indiferente,,,,,,,,,
Player 3,3,3.0,37.0,15.0,9.0,9.0,50,0,15,0,3.0,0.0,Half-Life 2,16.51,,,,,,,,,,,
Player 5,2,3.0,48.0,15.0,30.0,27.0,125,100,15,5,0.5,0.5,Half-Life 2,20.28,,,,,,,,,,,
Player 1,6,3.0,36.0,14.0,9.0,9.0,125,50,5,10,0.0,0.0,Half-Life 2,17.19,,,,,,,,,,,
Player 3,2,3.0,46.0,15.0,21.0,20.0,50,0,10,0,1.0,0.0,Half-Life 2,18.50,,,,,,,,,,,
Player 83,5,,,,,,0,2,0,15,0.0,2.5,Rise of Tomb Raider,20.12,SIM,Feliz,,,,,,,,,
Player 1,6,3.0,36.0,14.0,8.0,9.0,0,150,0,10,0.0,0.0,Half-Life 2,15.48,,,,,,,,,,,
Player 3,3,3.0,37.0,15.0,9.0,9.0,50,75,10,10,1.0,1.0,Half-Life 2,19.19,,,,,,,,,,,
Player 74,2,,,,,,2,0,5,0,3.0,0.0,Rise of Tomb Raider,17.1,SIM,Indiferente,,,,,,,,,
Player 1,1,3.0,72.0,21.0,21.0,18.0,150,0,10,0,1.5,0.0,Half-Life 2,22.43,,,,,,,,,,,
Player 3,2,4.0,39.0,15.0,10.0,10.0,100,0,20,0,2.5,0.0,Half-Life 2,15.5,NAO,Indiferente,29.0,M,Doutorado Física,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 3,2,3.0,37.0,15.0,9.0,9.0,100,0,25,0,2.0,0.0,Half-Life 2,18.25,,,,,,,,,,,
Player 44,0,,,,,,30,35,30,40,0.0,20.0,Spelunky,22.3,NAO,Indiferente,,,,,,,,,
Player 1,3,3.0,35.0,14.0,9.0,10.0,50,0,5,0,2.0,0.0,Half-Life 2,17.56,,,,,,,,,,,
Player 1,6,3.0,27.0,15.0,8.0,8.0,25,0,15,0,2.0,0.0,Spelunky,18.45,,,,,,,,,,,
Player 3,2,3.0,37.0,13.0,9.0,9.0,75,0,10,0,2.0,0.0,Half-Life 2,18.33,,,,,,,,,,,
Player 1,2,3.0,28.0,13.0,8.0,8.0,0,100,0,5,0.0,0.5,Spelunky,16.06,,,,,,,,,,,
Player 3,2,3.0,37.0,15.0,10.0,9.0,150,0,10,0,2.5,0.0,Half-Life 2,15.59,,,,,,,,,,,
Player 1,2,3.0,78.0,58.0,8.0,9.0,100,50,10,0,2.5,2.5,Half-Life 2,14.17,,,,,,,,,,,
Player 74,1,,,,,,35,35,40,0,20.0,20.0,Rise of Tomb Raider,17.23,NAO,Indiferente,,,,,,,,,
Player 1,0,,,,,,0,30,0,5,0.0,3.0,Spelunky,18.24,NAO,Indiferente,,,,,,,,,
Player 3,5,3.0,50.0,16.0,8.0,9.0,25,125,10,10,0.5,0.5,Half-Life 2,19.38,,,,,,,,,,,
Player 5,2,3.0,41.0,15.0,11.0,10.0,0,75,0,15,0.0,1.5,Half-Life 2,16.46,,,,,,,,,,,
Player 3,4,3.0,39.0,21.0,9.0,9.0,50,100,10,10,3.0,3.0,Half-Life 2,12.53,,,,,,,,,,,
Player 1,1,3.0,36.0,15.0,9.0,9.0,125,0,5,0,2.5,0.0,Half-Life 2,18.49,,,,,,,,,,,
Player 3,4,3.0,56.0,16.0,37.0,31.0,100,0,0,0,1.0,0.0,Half-Life 2,17.49,,,,,,,,,,,
Player 44,6,,,,,,40,40,40,30,5.0,0.0,Rise of Tomb Raider,22.21,SIM,Indiferente,,,,,,,,,
Player 47,5,3.0,21.0,16.0,19.0,14.0,50,50,25,5,0.0,0.0,FEAR,17.1,SIM,Indiferente,23.0,F,Física,8.0,1080p,60.0,Nenhum,0.0,Celular
Player 3,2,3.0,26.0,16.0,20.0,14.0,75,0,20,0,2.5,0.0,FEAR,21.30,,,,,,,,,,,
Player 20,5,4.0,36.0,14.0,8.0,9.0,125,0,20,0,0.5,0.0,Half-Life 2,14.0,SIM,Feliz,25.0,M,Ciências da computação,5.0,-1080p,60.0,Half-Life 2,-1.0,Mouse
Player 1,1,4.0,18.0,14.0,9.0,9.0,0,75,0,0,0.0,0.0,Spelunky,13.23,,,,,,,,,,,
Player 29,5,4.0,24.0,18.0,19.0,14.0,0,75,0,5,0.0,0.0,FEAR,17.1,SIM,Indiferente,25.0,F,Física,4.0,1080p,75.0,Nenhum,0.0,Mouse
Player 10,4,3.0,30.0,13.0,8.0,8.0,50,100,10,20,3.0,3.0,Half-Life 2,14.2,SIM,Feliz,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 44,6,,,,,,0,20,0,10,2.0,2.0,Rise of Tomb Raider,15.06,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,76.0,33.0,22.0,20.0,125,50,10,20,2.0,2.0,Half-Life 2,16.15,,,,,,,,,,,
Player 1,4,3.0,26.0,15.0,8.0,8.0,75,0,20,0,1.5,0.0,Spelunky,18.43,,,,,,,,,,,
Player 3,4,3.0,40.0,14.0,9.0,9.0,0,25,0,15,0.0,2.0,Half-Life 2,14.41,,,,,,,,,,,
Player 1,4,3.0,47.0,15.0,25.0,23.0,50,0,15,0,1.0,0.0,Half-Life 2,18.07,,,,,,,,,,,
Player 1,2,3.0,27.0,14.0,7.0,8.0,0,150,0,25,0.0,2.5,Spelunky,16.22,,,,,,,,,,,
Player 3,2,3.0,37.0,15.0,8.0,9.0,100,0,10,0,0.5,0.0,Half-Life 2,16.35,,,,,,,,,,,
Player 3,2,3.0,24.0,17.0,19.0,14.0,100,0,25,0,2.0,0.0,FEAR,15.3,NAO,Indiferente,29.0,M,Doutorado Física,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 1,5,3.0,19.0,13.0,5.0,7.0,25,0,0,0,0.5,0.0,Half-Life 2,17.49,,,,,,,,,,,
Player 1,6,3.0,31.0,12.0,9.0,9.0,50,0,0,0,0.0,0.0,Spelunky,16.45,,,,,,,,,,,
Player 3,4,3.0,35.0,16.0,8.0,9.0,50,150,0,20,1.5,1.5,Half-Life 2,16.58,,,,,,,,,,,
Player 1,6,,,,,,0,10,0,0,0.0,3.0,Rise of Tomb Raider,21.1,SIM,Indiferente,,,,,,,,,
Player 1,0,,,,,,0,30,0,5,0.0,2.0,Spelunky,18.22,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,49.0,15.0,36.0,31.0,0,50,0,10,0.0,0.5,Half-Life 2,18.35,,,,,,,,,,,
Player 81,5,,,,,,15,0,10,0,5.0,0.0,Spelunky,11.19,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,30.0,12.0,7.0,8.0,0,50,0,5,0.0,0.5,Half-Life 2,14.11,,,,,,,,,,,
